ticket_id,customer_email,ticket_status,priority,csat_score,opened_date,channel,agent_team,resolution_hours,first_response_hours,escalation_count
T01011-2, CUSTOMER1011@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-14,chat,success,42.5,3.75,2
T01012-1,customer1012@demo-ml.example, pending , high ,4.1,2026-02-15,chat,security,36.5,2.75,2
T01013-1,customer1013@demo-ml.example, resolved , critical ,4.8,2026-02-17,phone,platform,37.0,3.0,0
T01014-1,customer1014@demo-ml.example, closed , low ,3.1,2026-02-19,web,success,37.5,3.25,1
T01014-1,customer1014@demo-ml.example, closed , low ,3.1,2026-02-19,web,success,37.5,3.25,1
T01014-2, CUSTOMER1014@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-20,email,platform,44.0,4.5,2
T01016-1,customer1016@demo-ml.example, pending , high ,,2026-02-23,chat,security,38.5,3.75,0
T01017-1,customer1017@demo-ml.example, resolved , critical ,2.8,2026-02-25,phone,platform,39.0,4.0,1
T01017-2, CUSTOMER1017@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-26,web,security,45.5,5.25,2
T01018-1,customer1018@demo-ml.example, closed , low ,3.5,2026-02-27,web,success,39.5,4.25,2
T01019-1,customer1019@demo-ml.example, open , medium ,4.2,2026-03-01,email,billing,40.0,4.5,0
T01021-1,customer1021@demo-ml.example, resolved , critical ,3.2,2026-03-05,phone,platform,41.0,5.0,2
T01022-1,customer1022@demo-ml.example, closed , low ,3.9,2026-03-07,web,success,41.5,5.25,0
T01022-3,customer1022@demo-ml.example, pending , low ,3.7,2026-03-09,chat,security,6.5,7.75,2
T01023-1,customer1023@demo-ml.example, open , medium ,4.6,2026-03-09,email,billing,42.0,5.5,1
T01023-2, CUSTOMER1023@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-10,chat,success,48.5,6.75,2
T01024-1,customer1024@demo-ml.example, pending , high ,,2026-03-11,chat,security,42.5,5.75,2
T01026-1,customer1026@demo-ml.example,, low ,4.3,2026-03-15,web,success,43.5,6.25,1
T01026-2, CUSTOMER1026@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-16,email,platform,50.0,7.5,2
T01027-1,customer1027@demo-ml.example, open , medium ,2.6,2026-03-17,email,billing,44.0,6.5,2
T01027-1,customer1027@demo-ml.example, open , medium ,2.6,2026-03-17,email,billing,44.0,6.5,2
T01028-1,customer1028@demo-ml.example, pending , high ,3.3,2026-03-19,chat,security,44.5,6.75,0
T01029-1,customer1029@demo-ml.example, resolved , critical ,4.0,2026-03-21,phone,platform,45.0,7.0,1
T01029-2, CUSTOMER1029@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-22,web,security,51.5,8.25,2
T01029-3,customer1029@demo-ml.example, open , critical ,3.8,2026-03-23,email,billing,10.0,0.5,0
T01031-1,customer1031@demo-ml.example, open , medium ,3.0,2026-03-25,email,billing,46.0,7.5,0
T01032-1,customer1032@demo-ml.example, pending , high ,,2026-03-27,chat,security,46.5,7.75,1
T01032-2, CUSTOMER1032@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-28,phone,billing,5.0,9.0,2
T01033-1,customer1033@demo-ml.example, resolved , critical ,4.4,2026-03-29,phone,platform,47.0,8.0,2
T01034-1,customer1034@demo-ml.example, closed , low ,2.7,2026-03-31,web,success,47.5,8.25,0
T01036-1,customer1036@demo-ml.example, pending , high ,4.1,2026-01-04,chat,security,48.5,8.75,2
T01036-3,customer1036@demo-ml.example, closed , high ,3.9,2026-01-06,web,success,13.5,2.25,1
T01037-1,customer1037@demo-ml.example, resolved ,,4.8,2026-01-06,phone,platform,49.0,9.0,0
T01038-1,customer1038@demo-ml.example, closed , low ,3.1,2026-01-08,web,success,49.5,9.25,1
T01038-2, CUSTOMER1038@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-09,email,platform,8.0,1.5,2
T01039-1,customer1039@demo-ml.example, open , medium ,3.8,2026-01-10,email,billing,50.0,0.5,2
T01041-1,customer1041@demo-ml.example, resolved , critical ,2.8,2026-01-14,phone,platform,51.0,1.0,1
T01041-2, CUSTOMER1041@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-15,web,security,9.5,2.25,2
T01042-1,customer1042@demo-ml.example, closed , low ,3.5,2026-01-16,web,success,51.5,1.25,2
T01043-1,customer1043@demo-ml.example, open , medium ,4.2,2026-01-18,email,billing,4.0,1.5,0
T01043-3,customer1043@demo-ml.example, resolved , medium ,4.0,2026-01-20,phone,platform,17.0,4.0,2
T01044-1,customer1044@demo-ml.example, pending , high ,4.9,2026-01-20,chat,security,4.5,1.75,1
T01044-2, CUSTOMER1044@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-21,phone,billing,11.0,3.0,2
T01046-1,customer1046@demo-ml.example, closed , low ,3.9,2026-01-24,web,success,5.5,2.25,0
T01047-1,customer1047@demo-ml.example, open , medium ,4.6,2026-01-26,email,billing,6.0,2.5,1
T01047-2, CUSTOMER1047@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-27,chat,success,12.5,3.75,2
T01048-1,customer1048@demo-ml.example, pending , high ,,2026-01-28,chat,security,6.5,2.75,2
T01049-1,customer1049@demo-ml.example, resolved , critical ,3.6,2026-01-30,phone,platform,7.0,3.0,0
T01051-1,customer1051@demo-ml.example, open , medium ,2.6,2026-02-03,email,billing,8.0,3.5,2
T01052-1,customer1052@demo-ml.example, pending , high ,3.3,2026-02-05,chat,security,8.5,3.75,0
T01053-1,customer1053@demo-ml.example, resolved , critical ,4.0,2026-02-07,phone,platform,9.0,4.0,1
T01053-1,customer1053@demo-ml.example, resolved , critical ,4.0,2026-02-07,phone,platform,9.0,4.0,1
T01053-2, CUSTOMER1053@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-08,web,security,15.5,5.25,2
T01054-1,customer1054@demo-ml.example, closed ,,4.7,2026-02-09,web,success,9.5,4.25,2
T01056-1,customer1056@demo-ml.example, pending , high ,,2026-02-13,chat,security,10.5,4.75,1
T01056-2, CUSTOMER1056@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-14,phone,billing,17.0,6.0,2
T01057-1,customer1057@demo-ml.example, resolved , critical ,4.4,2026-02-15,phone,platform,11.0,5.0,2
T01057-3,customer1057@demo-ml.example, open , critical ,4.2,2026-02-17,email,billing,24.0,7.5,1
T01058-1,customer1058@demo-ml.example, closed , low ,2.7,2026-02-17,web,success,11.5,5.25,0
T01059-1,customer1059@demo-ml.example, open , medium ,3.4,2026-02-19,email,billing,12.0,5.5,1
T01059-2, CUSTOMER1059@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-20,chat,success,18.5,6.75,2
T01061-1,customer1061@demo-ml.example, resolved , critical ,4.8,2026-02-23,phone,platform,13.0,6.0,0
T01062-1,customer1062@demo-ml.example, closed , low ,3.1,2026-02-25,web,success,13.5,6.25,1
T01062-2, CUSTOMER1062@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-26,email,platform,20.0,7.5,2
T01063-1,customer1063@demo-ml.example, open , medium ,3.8,2026-02-27,email,billing,14.0,6.5,2
T01064-1,customer1064@demo-ml.example,, high ,,2026-03-01,chat,security,14.5,6.75,0
T01064-3,customer1064@demo-ml.example, closed , high ,4.3,2026-03-03,web,success,27.5,9.25,2
T01066-1,customer1066@demo-ml.example, closed , low ,3.5,2026-03-05,web,success,15.5,7.25,2
T01066-1,customer1066@demo-ml.example, closed , low ,3.5,2026-03-05,web,success,15.5,7.25,2
T01067-1,customer1067@demo-ml.example, open , medium ,4.2,2026-03-07,email,billing,16.0,7.5,0
T01068-1,customer1068@demo-ml.example, pending , high ,4.9,2026-03-09,chat,security,16.5,7.75,1
T01068-2, CUSTOMER1068@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-10,phone,billing,23.0,9.0,2
T01069-1,customer1069@demo-ml.example, resolved , critical ,3.2,2026-03-11,phone,platform,17.0,8.0,2
T01071-1,customer1071@demo-ml.example, open ,,4.6,2026-03-15,email,billing,18.0,8.5,1
T01071-2, CUSTOMER1071@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-16,chat,success,24.5,0.75,2
T01071-3,customer1071@demo-ml.example, resolved , medium ,4.4,2026-03-17,phone,platform,31.0,2.0,0
T01072-1,customer1072@demo-ml.example, pending , high ,,2026-03-17,chat,security,18.5,8.75,2
T01073-1,customer1073@demo-ml.example, resolved , critical ,3.6,2026-03-19,phone,platform,19.0,9.0,0
T01074-1,customer1074@demo-ml.example, closed , low ,4.3,2026-03-21,web,success,19.5,9.25,1
T01074-2, CUSTOMER1074@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-22,email,platform,26.0,1.5,2
T01076-1,customer1076@demo-ml.example, pending , high ,3.3,2026-03-25,chat,security,20.5,0.75,0
T01077-1,customer1077@demo-ml.example, resolved , critical ,4.0,2026-03-27,phone,platform,21.0,1.0,1
T01077-2, CUSTOMER1077@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-28,web,security,27.5,2.25,2
T01078-1,customer1078@demo-ml.example, closed , low ,4.7,2026-03-29,web,success,21.5,1.25,2
T01078-3,customer1078@demo-ml.example, pending , low ,4.5,2026-03-31,chat,security,34.5,3.75,1
T01079-1,customer1079@demo-ml.example, open , medium ,3.0,2026-03-31,email,billing,22.0,1.5,0
T01079-1,customer1079@demo-ml.example, open , medium ,3.0,2026-03-31,email,billing,22.0,1.5,0
T01081-1,customer1081@demo-ml.example, resolved , critical ,4.4,2026-01-04,phone,platform,23.0,2.0,2
T01082-1,customer1082@demo-ml.example, closed , low ,2.7,2026-01-06,web,success,23.5,2.25,0
T01083-1,customer1083@demo-ml.example,, medium ,3.4,2026-01-08,email,billing,24.0,2.5,1
T01083-2, CUSTOMER1083@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-01-09,chat,success,30.5,3.75,2
T01084-1,customer1084@demo-ml.example, pending , high ,4.1,2026-01-10,chat,security,24.5,2.75,2
T01086-1,customer1086@demo-ml.example, closed , low ,3.1,2026-01-14,web,success,25.5,3.25,1
T01086-2, CUSTOMER1086@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-15,email,platform,32.0,4.5,2
T01087-1,customer1087@demo-ml.example, open , medium ,3.8,2026-01-16,email,billing,26.0,3.5,2
T01088-1,customer1088@demo-ml.example, pending ,,,2026-01-18,chat,security,26.5,3.75,0
T01089-1,customer1089@demo-ml.example, resolved , critical ,2.8,2026-01-20,phone,platform,27.0,4.0,1
T01089-2, CUSTOMER1089@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-21,web,security,33.5,5.25,2
T01091-1,customer1091@demo-ml.example, open , medium ,4.2,2026-01-24,email,billing,28.0,4.5,0
T01092-1,customer1092@demo-ml.example, pending , high ,4.9,2026-01-26,chat,security,28.5,4.75,1
T01092-1,customer1092@demo-ml.example, pending , high ,4.9,2026-01-26,chat,security,28.5,4.75,1
T01092-2, CUSTOMER1092@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-27,phone,billing,35.0,6.0,2
T01092-3,customer1092@demo-ml.example, closed , high ,4.7,2026-01-28,web,success,41.5,7.25,0
T01093-1,customer1093@demo-ml.example, resolved , critical ,3.2,2026-01-28,phone,platform,29.0,5.0,2
T01094-1,customer1094@demo-ml.example, closed , low ,3.9,2026-01-30,web,success,29.5,5.25,0
T01096-1,customer1096@demo-ml.example, pending , high ,,2026-02-03,chat,security,30.5,5.75,2
T01097-1,customer1097@demo-ml.example, resolved , critical ,3.6,2026-02-05,phone,platform,31.0,6.0,0
T01098-1,customer1098@demo-ml.example, closed , low ,4.3,2026-02-07,web,success,31.5,6.25,1
T01098-2, CUSTOMER1098@DEMO-ML.EXAMPLE , open , high ,3.0,2026-02-08,email,platform,38.0,7.5,2
T01099-1,customer1099@demo-ml.example, open , medium ,2.6,2026-02-09,email,billing,32.0,6.5,2
T01099-3,customer1099@demo-ml.example, resolved , medium ,4.8,2026-02-11,phone,platform,45.0,9.0,1
T01101-1,customer1101@demo-ml.example, resolved , critical ,4.0,2026-02-13,phone,platform,33.0,7.0,1
T01101-2, CUSTOMER1101@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-14,web,security,39.5,8.25,2
T01102-1,customer1102@demo-ml.example,, low ,4.7,2026-02-15,web,success,33.5,7.25,2
T01103-1,customer1103@demo-ml.example, open , medium ,3.0,2026-02-17,email,billing,34.0,7.5,0
T01104-1,customer1104@demo-ml.example, pending , high ,,2026-02-19,chat,security,34.5,7.75,1
T01104-2, CUSTOMER1104@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-20,phone,billing,41.0,9.0,2
T01106-1,customer1106@demo-ml.example, closed , low ,2.7,2026-02-23,web,success,35.5,8.25,0
T01106-3,customer1106@demo-ml.example, pending , low ,4.9,2026-02-25,chat,security,48.5,1.75,2
T01107-1,customer1107@demo-ml.example, open , medium ,3.4,2026-02-25,email,billing,36.0,8.5,1
T01107-2, CUSTOMER1107@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-26,chat,success,42.5,0.75,2
T01108-1,customer1108@demo-ml.example, pending , high ,4.1,2026-02-27,chat,security,36.5,8.75,2
T01109-1,customer1109@demo-ml.example, resolved , critical ,4.8,2026-03-01,phone,platform,37.0,9.0,0
T01111-1,customer1111@demo-ml.example, open , medium ,3.8,2026-03-05,email,billing,38.0,0.5,2
T01112-1,customer1112@demo-ml.example, pending , high ,,2026-03-07,chat,security,38.5,0.75,0
T01113-1,customer1113@demo-ml.example, resolved , critical ,2.8,2026-03-09,phone,platform,39.0,1.0,1
T01113-2, CUSTOMER1113@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-03-10,web,security,45.5,2.25,2
T01113-3,customer1113@demo-ml.example, open , critical ,2.6,2026-03-11,email,billing,4.0,3.5,0
T01114-1,customer1114@demo-ml.example, closed , low ,3.5,2026-03-11,web,success,39.5,1.25,2
T01116-1,customer1116@demo-ml.example, pending , high ,4.9,2026-03-15,chat,security,40.5,1.75,1
T01116-2, CUSTOMER1116@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-16,phone,billing,47.0,3.0,2
T01117-1,customer1117@demo-ml.example, resolved , critical ,3.2,2026-03-17,phone,platform,41.0,2.0,2
T01118-1,customer1118@demo-ml.example, closed , low ,3.9,2026-03-19,web,success,41.5,2.25,0
T01118-1,customer1118@demo-ml.example, closed , low ,3.9,2026-03-19,web,success,41.5,2.25,0
T01119-1,customer1119@demo-ml.example, open , medium ,4.6,2026-03-21,email,billing,42.0,2.5,1
T01119-2, CUSTOMER1119@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-22,chat,success,48.5,3.75,2
T01121-1,customer1121@demo-ml.example,, critical ,3.6,2026-03-25,phone,platform,43.0,3.0,0
T01122-1,customer1122@demo-ml.example, closed ,,4.3,2026-03-27,web,success,43.5,3.25,1
T01122-2, CUSTOMER1122@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-28,email,platform,50.0,4.5,2
T01123-1,customer1123@demo-ml.example, open , medium ,2.6,2026-03-29,email,billing,44.0,3.5,2
T01124-1,customer1124@demo-ml.example, pending , high ,3.3,2026-03-31,chat,security,44.5,3.75,0
T01126-1,customer1126@demo-ml.example, closed , low ,4.7,2026-01-04,web,success,45.5,4.25,2
T01127-1,customer1127@demo-ml.example, open , medium ,3.0,2026-01-06,email,billing,46.0,4.5,0
T01127-3,customer1127@demo-ml.example, resolved , medium ,2.8,2026-01-08,phone,platform,11.0,7.0,2
T01128-1,customer1128@demo-ml.example, pending , high ,,2026-01-08,chat,security,46.5,4.75,1
T01128-2, CUSTOMER1128@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-01-09,phone,billing,5.0,6.0,2
T01129-1,customer1129@demo-ml.example, resolved , critical ,4.4,2026-01-10,phone,platform,47.0,5.0,2
T01131-1,customer1131@demo-ml.example, open , medium ,3.4,2026-01-14,email,billing,48.0,5.5,1
T01131-1,customer1131@demo-ml.example, open , medium ,3.4,2026-01-14,email,billing,48.0,5.5,1
T01131-2, CUSTOMER1131@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-01-15,chat,success,6.5,6.75,2
T01132-1,customer1132@demo-ml.example, pending , high ,4.1,2026-01-16,chat,security,48.5,5.75,2
T01133-1,customer1133@demo-ml.example, resolved , critical ,4.8,2026-01-18,phone,platform,49.0,6.0,0
T01134-1,customer1134@demo-ml.example, closed , low ,3.1,2026-01-20,web,success,49.5,6.25,1
T01134-2, CUSTOMER1134@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-21,email,platform,8.0,7.5,2
T01134-3,customer1134@demo-ml.example, pending , low ,2.9,2026-01-22,chat,security,14.5,8.75,0
T01136-1,customer1136@demo-ml.example, pending , high ,,2026-01-24,chat,security,50.5,6.75,0
T01137-1,customer1137@demo-ml.example, resolved , critical ,2.8,2026-01-26,phone,platform,51.0,7.0,1
T01137-2, CUSTOMER1137@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-27,web,security,9.5,8.25,2
T01138-1,customer1138@demo-ml.example, closed , low ,3.5,2026-01-28,web,success,51.5,7.25,2
T01139-1,customer1139@demo-ml.example, open ,,4.2,2026-01-30,email,billing,4.0,7.5,0
T01141-1,customer1141@demo-ml.example, resolved , critical ,3.2,2026-02-03,phone,platform,5.0,8.0,2
T01141-3,customer1141@demo-ml.example, open , critical ,3.0,2026-02-05,email,billing,18.0,1.5,1
T01142-1,customer1142@demo-ml.example, closed , low ,3.9,2026-02-05,web,success,5.5,8.25,0
T01143-1,customer1143@demo-ml.example, open , medium ,4.6,2026-02-07,email,billing,6.0,8.5,1
T01143-2, CUSTOMER1143@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-02-08,chat,success,12.5,0.75,2
T01144-1,customer1144@demo-ml.example, pending , high ,,2026-02-09,chat,security,6.5,8.75,2
T01144-1,customer1144@demo-ml.example, pending , high ,,2026-02-09,chat,security,6.5,8.75,2
T01146-1,customer1146@demo-ml.example, closed , low ,4.3,2026-02-13,web,success,7.5,9.25,1
T01146-2, CUSTOMER1146@DEMO-ML.EXAMPLE , open , high ,3.0,2026-02-14,email,platform,14.0,1.5,2
T01147-1,customer1147@demo-ml.example, open , medium ,2.6,2026-02-15,email,billing,8.0,0.5,2
T01148-1,customer1148@demo-ml.example, pending , high ,3.3,2026-02-17,chat,security,8.5,0.75,0
T01148-3,customer1148@demo-ml.example, closed , high ,3.1,2026-02-19,web,success,21.5,3.25,2
T01149-1,customer1149@demo-ml.example, resolved , critical ,4.0,2026-02-19,phone,platform,9.0,1.0,1
T01149-2, CUSTOMER1149@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-20,web,security,15.5,2.25,2
T01151-1,customer1151@demo-ml.example, open , medium ,3.0,2026-02-23,email,billing,10.0,1.5,0
T01152-1,customer1152@demo-ml.example, pending , high ,,2026-02-25,chat,security,10.5,1.75,1
T01152-2, CUSTOMER1152@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-26,phone,billing,17.0,3.0,2
T01153-1,customer1153@demo-ml.example, resolved , critical ,4.4,2026-02-27,phone,platform,11.0,2.0,2
T01154-1,customer1154@demo-ml.example, closed , low ,2.7,2026-03-01,web,success,11.5,2.25,0
T01156-1,customer1156@demo-ml.example, pending ,,4.1,2026-03-05,chat,security,12.5,2.75,2
T01157-1,customer1157@demo-ml.example, resolved , critical ,4.8,2026-03-07,phone,platform,13.0,3.0,0
T01157-1,customer1157@demo-ml.example, resolved , critical ,4.8,2026-03-07,phone,platform,13.0,3.0,0
T01158-1,customer1158@demo-ml.example, closed , low ,3.1,2026-03-09,web,success,13.5,3.25,1
T01158-2, CUSTOMER1158@DEMO-ML.EXAMPLE , open , high ,4.2,2026-03-10,email,platform,20.0,4.5,2
T01159-1,customer1159@demo-ml.example,, medium ,3.8,2026-03-11,email,billing,14.0,3.5,2
T01161-1,customer1161@demo-ml.example, resolved , critical ,2.8,2026-03-15,phone,platform,15.0,4.0,1
T01161-2, CUSTOMER1161@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-03-16,web,security,21.5,5.25,2
T01162-1,customer1162@demo-ml.example, closed , low ,3.5,2026-03-17,web,success,15.5,4.25,2
T01162-3,customer1162@demo-ml.example, pending , low ,3.3,2026-03-19,chat,security,28.5,6.75,1
T01163-1,customer1163@demo-ml.example, open , medium ,4.2,2026-03-19,email,billing,16.0,4.5,0
T01164-1,customer1164@demo-ml.example, pending , high ,4.9,2026-03-21,chat,security,16.5,4.75,1
T01164-2, CUSTOMER1164@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-22,phone,billing,23.0,6.0,2
T01166-1,customer1166@demo-ml.example, closed , low ,3.9,2026-03-25,web,success,17.5,5.25,0
T01167-1,customer1167@demo-ml.example, open , medium ,4.6,2026-03-27,email,billing,18.0,5.5,1
T01167-2, CUSTOMER1167@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-28,chat,success,24.5,6.75,2
T01168-1,customer1168@demo-ml.example, pending , high ,,2026-03-29,chat,security,18.5,5.75,2
T01169-1,customer1169@demo-ml.example, resolved , critical ,3.6,2026-03-31,phone,platform,19.0,6.0,0
T01169-3,customer1169@demo-ml.example, open , critical ,3.4,2026-01-02,email,billing,32.0,8.5,2
T01171-1,customer1171@demo-ml.example, open , medium ,2.6,2026-01-04,email,billing,20.0,6.5,2
T01172-1,customer1172@demo-ml.example, pending , high ,3.3,2026-01-06,chat,security,20.5,6.75,0
T01173-1,customer1173@demo-ml.example, resolved ,,4.0,2026-01-08,phone,platform,21.0,7.0,1
T01173-2, CUSTOMER1173@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-09,web,security,27.5,8.25,2
T01174-1,customer1174@demo-ml.example, closed , low ,4.7,2026-01-10,web,success,21.5,7.25,2
T01176-1,customer1176@demo-ml.example, pending , high ,,2026-01-14,chat,security,22.5,7.75,1
T01176-2, CUSTOMER1176@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-01-15,phone,billing,29.0,9.0,2
T01176-3,customer1176@demo-ml.example, closed , high ,3.5,2026-01-16,web,success,35.5,1.25,0
T01177-1,customer1177@demo-ml.example, resolved , critical ,4.4,2026-01-16,phone,platform,23.0,8.0,2
T01178-1,customer1178@demo-ml.example,, low ,2.7,2026-01-18,web,success,23.5,8.25,0
T01179-1,customer1179@demo-ml.example, open , medium ,3.4,2026-01-20,email,billing,24.0,8.5,1
T01179-2, CUSTOMER1179@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-01-21,chat,success,30.5,0.75,2
